timestamp,user,source_ip,action,status,session_duration,bytes_transferred,failed_attempts,privilege_level,is_anomaly
2026-01-23 01:50:26,dbadmin,10.0.0.51,file_access,success,2931,47002,0,1,0
2026-01-20 23:15:26,user1,192.168.1.101,service_start,success,1560,46758,0,1,0
2026-01-21 16:50:26,dbadmin,192.168.1.100,service_start,success,1432,16317,0,1,0
2026-01-27 17:48:26,root,183.22.40.101,login_failed,failed,0,0,5,0,1
2026-01-21 23:05:26,user1,192.168.1.102,config_read,success,320,14760,0,1,0
2026-01-21 02:55:26,admin,192.168.1.101,logout,success,1406,52885,0,1,0
2026-01-22 19:35:26,webadmin,10.0.0.50,logout,success,755,59653,0,2,0
2026-01-21 15:50:26,admin,10.0.0.51,file_access,success,1699,56337,0,1,0
2026-01-23 00:45:26,webadmin,192.168.1.101,logout,success,1330,9711,0,1,0
2026-01-23 08:05:26,admin,10.0.0.50,file_access,success,2521,7968,0,1,0
2026-01-23 05:35:26,user2,10.0.0.50,file_access,success,2615,19689,0,1,0
2026-01-25 00:25:26,user1,10.0.0.51,user_create,success,2629,768508,0,3,1
2026-01-21 04:15:26,dbadmin,10.0.0.51,service_start,success,3019,36247,0,1,0
2026-01-22 19:40:26,user2,192.168.1.102,logout,success,2371,85761,0,1,0
2026-01-21 07:20:26,admin,10.0.0.50,file_access,success,2609,39088,0,1,0
2026-01-22 15:30:26,admin,192.168.1.101,file_access,success,2489,89296,0,1,0
2026-01-22 23:35:26,admin,192.168.1.100,file_access,success,1173,8659,0,1,0
2026-01-23 12:10:26,user2,10.0.0.51,file_access,success,1744,36595,0,1,0
2026-01-21 22:45:26,webadmin,192.168.1.100,file_access,success,853,20975,0,1,0
2026-01-21 22:30:26,user2,192.168.1.100,service_start,success,1333,32860,0,1,0
2026-01-23 04:45:26,dbadmin,192.168.1.100,config_read,success,1167,4765,0,1,0
2026-01-21 01:40:26,user1,192.168.1.102,service_start,success,2251,97601,0,2,0
2026-01-22 23:30:26,webadmin,10.0.0.50,logout,success,3462,62215,0,1,0
2026-01-22 00:00:26,user2,192.168.1.101,service_start,success,1377,13115,0,1,0
2026-01-23 07:00:26,admin,192.168.1.101,file_access,success,2960,21025,0,1,0
2026-01-21 03:55:26,webadmin,192.168.1.100,service_start,success,1072,67617,0,2,0
2026-01-21 21:20:26,dbadmin,192.168.1.100,logout,success,2332,28424,0,1,0
2026-01-21 04:00:26,user1,192.168.1.100,config_read,success,956,4343,0,1,0
2026-01-22 00:55:26,webadmin,192.168.1.102,service_start,success,2712,84360,0,1,0
2026-01-22 20:05:26,user2,10.0.0.50,config_read,success,2075,88329,0,1,0
2026-01-27 20:38:26,user2,10.0.0.50,privilege_escalation,success,1090,47598,2,3,1
2026-01-23 09:55:26,user2,192.168.1.102,file_access,success,957,10277,0,1,0
2026-01-23 13:10:26,user2,10.0.0.51,login_success,success,3038,95386,0,1,0
2026-01-22 01:40:26,dbadmin,192.168.1.102,logout,success,1503,65157,0,1,0
2026-01-22 06:15:26,user1,192.168.1.102,login_success,success,138,74616,0,1,0
2026-01-22 12:00:26,admin,10.0.0.50,login_success,success,1074,90087,0,1,0
2026-01-22 17:55:26,dbadmin,192.168.1.100,config_read,success,3115,43261,0,1,0
2026-01-21 16:35:26,webadmin,192.168.1.101,service_start,success,994,20426,0,1,0
2026-01-23 16:00:26,admin,192.168.1.100,service_start,success,2846,47922,0,1,0
2026-01-22 10:45:26,user1,192.168.1.100,login_success,success,652,76415,0,1,0
2026-01-23 14:05:26,admin,192.168.1.100,logout,success,884,31134,0,1,0
2026-01-21 05:45:26,user2,10.0.0.50,login_success,success,3055,12130,0,1,0
2026-01-21 03:40:26,dbadmin,10.0.0.51,service_start,success,833,67412,0,1,0
2026-01-21 02:53:26,root,159.245.248.163,login_failed,failed,0,0,10,0,1
2026-01-23 10:05:26,admin,10.0.0.50,login_success,success,309,35660,0,1,0
2026-01-22 03:40:26,admin,10.0.0.51,service_start,success,2513,57273,0,1,0
2026-01-26 19:27:26,user1,10.0.0.50,data_transfer,success,9206,35562996,0,2,1
2026-01-21 19:45:26,webadmin,10.0.0.50,service_start,success,822,88266,0,1,0
2026-01-23 03:20:26,admin,192.168.1.100,file_access,success,1164,11728,0,1,0
2026-01-23 04:05:26,webadmin,192.168.1.102,file_access,success,2823,53815,0,1,0
2026-01-22 20:35:26,admin,192.168.1.101,logout,success,1539,2589,0,1,0
2026-01-25 00:56:26,user2,10.0.0.51,privilege_escalation,success,1592,45644,1,3,1
2026-01-21 12:25:26,user1,192.168.1.100,login_success,success,1699,28306,0,2,0
2026-01-21 14:11:26,user1,192.168.1.102,data_transfer,success,19140,29470911,0,2,1
2026-01-22 18:25:26,user2,10.0.0.51,login_success,success,3230,21219,0,1,0
2026-01-25 16:30:26,unknown,17.17.246.90,login_failed,failed,0,0,17,0,1
2026-01-24 02:41:26,user2,10.0.0.50,privilege_escalation,success,1171,6462,2,3,1
2026-01-26 05:21:26,unknown,30.11.220.108,login_failed,failed,0,0,16,0,1
2026-01-21 05:35:26,webadmin,192.168.1.100,file_access,success,135,70896,0,1,0
2026-01-22 10:25:26,webadmin,192.168.1.101,logout,success,2599,23669,0,1,0
2026-01-21 13:45:26,admin,192.168.1.101,file_access,success,890,66155,0,1,0
2026-01-27 16:18:26,user1,192.168.1.102,privilege_escalation,success,548,44932,2,3,1
2026-01-22 18:55:26,user1,10.0.0.50,service_start,success,2927,96071,0,1,0
2026-01-21 22:55:26,webadmin,192.168.1.100,service_start,success,440,99317,0,1,0
2026-01-23 03:25:26,user2,192.168.1.100,admin_access,success,2584,2969970,0,3,1
2026-01-22 09:50:26,dbadmin,192.168.1.100,service_start,success,3495,38051,0,1,0
2026-01-23 09:50:26,user2,10.0.0.50,file_access,success,1967,3890,0,1,0
2026-01-21 20:05:26,webadmin,10.0.0.51,file_access,success,2991,51975,0,1,0
2026-01-21 18:10:26,user2,192.168.1.102,config_read,success,3251,34660,0,1,0
2026-01-22 21:00:26,admin,192.168.1.101,login_success,success,2497,81811,0,1,0
2026-01-22 23:00:26,webadmin,192.168.1.100,login_success,success,2162,70561,0,1,0
2026-01-22 11:30:26,user2,10.0.0.50,login_success,success,1637,42971,0,1,0
2026-01-24 03:25:26,dbadmin,10.0.0.50,user_create,success,2731,4871272,0,3,1
2026-01-21 01:28:26,unknown,216.119.142.237,login_failed,failed,0,0,29,0,1
2026-01-23 00:20:26,admin,192.168.1.102,config_read,success,2157,55110,0,1,0
2026-01-27 00:55:26,administrator,225.18.113.251,login_failed,failed,0,0,45,0,1
2026-01-21 20:30:26,dbadmin,192.168.1.101,service_start,success,2315,86530,0,2,0
2026-01-24 03:21:26,user2,10.0.0.51,privilege_escalation,success,566,43498,1,3,1
2026-01-22 18:30:26,admin,192.168.1.101,file_access,success,224,59342,0,1,0
2026-01-21 03:00:26,user1,192.168.1.102,logout,success,1469,46017,0,1,0
2026-01-21 08:25:26,dbadmin,10.0.0.51,file_access,success,1908,89464,0,1,0
2026-01-21 16:20:26,admin,10.0.0.51,logout,success,106,28935,0,1,0
2026-01-21 00:30:26,user2,192.168.1.101,service_start,success,1556,45262,0,2,0
2026-01-21 04:25:26,dbadmin,192.168.1.101,service_start,success,3354,66417,0,1,0
2026-01-21 02:05:26,dbadmin,192.168.1.102,login_success,success,158,3200,0,1,0
2026-01-21 19:00:26,dbadmin,10.0.0.51,file_access,success,616,75553,0,1,0
2026-01-23 10:30:26,user1,10.0.0.50,logout,success,3576,40178,0,1,0
2026-01-21 21:50:26,user1,192.168.1.101,file_access,success,3258,22288,0,1,0
2026-01-26 03:25:26,webadmin,192.168.1.102,user_create,success,2125,691896,0,3,1
2026-01-26 20:09:26,user1,192.168.1.100,data_transfer,success,12869,71086560,0,2,1
2026-01-27 07:20:26,root,122.133.70.113,login_failed,failed,0,0,47,0,1
2026-01-21 18:45:26,user2,10.0.0.51,config_read,success,1372,87231,0,1,0
2026-01-24 17:19:26,root,22.166.99.237,login_failed,failed,0,0,20,0,1
2026-01-22 01:10:26,user1,10.0.0.50,config_read,success,3352,2177,0,1,0
2026-01-23 04:00:26,user2,10.0.0.51,login_success,success,1536,40194,0,1,0
2026-01-21 11:35:26,admin,192.168.1.100,logout,success,2057,37455,0,1,0
2026-01-25 15:17:26,user2,192.168.1.100,privilege_escalation,success,327,28464,2,3,1
2026-01-22 10:10:26,webadmin,10.0.0.50,file_access,success,2703,41785,0,2,0
2026-01-27 17:27:26,user2,10.0.0.50,data_transfer,success,12015,17463131,0,2,1
2026-01-22 12:55:26,user1,192.168.1.101,file_access,success,3060,85246,0,1,0
2026-01-22 00:10:26,user1,10.0.0.51,login_success,success,1074,24196,0,1,0
2026-01-23 08:30:26,user1,10.0.0.50,file_access,success,2313,70166,0,1,0
2026-01-21 03:25:26,user2,192.168.1.100,logout,success,634,51300,0,1,0
2026-01-22 23:25:26,admin,192.168.1.101,admin_access,success,2326,1444740,0,3,1
2026-01-23 00:00:26,user1,10.0.0.51,service_start,success,1903,48562,0,1,0
2026-01-23 14:20:26,webadmin,192.168.1.100,login_success,success,99,32379,0,1,0
2026-01-23 04:30:26,webadmin,192.168.1.102,service_start,success,1484,20552,0,1,0
2026-01-23 04:35:26,dbadmin,10.0.0.51,file_access,success,3164,96549,0,1,0
2026-01-23 23:25:26,user1,10.0.0.51,config_change,success,5739,4169021,0,3,1
2026-01-23 06:05:26,admin,192.168.1.101,logout,success,1878,85021,0,1,0
2026-01-21 23:15:26,user1,10.0.0.51,logout,success,2951,20816,0,1,0
2026-01-23 07:50:26,webadmin,10.0.0.50,logout,success,1260,82257,0,1,0
2026-01-22 00:35:26,admin,192.168.1.100,login_success,success,1172,73460,0,1,0
2026-01-22 00:15:26,webadmin,192.168.1.101,login_success,success,2418,16577,0,1,0
2026-01-22 04:30:26,dbadmin,192.168.1.100,config_read,success,3567,12138,0,2,0
2026-01-22 14:20:26,webadmin,192.168.1.100,service_start,success,1118,67314,0,2,0
2026-01-21 07:35:26,admin,192.168.1.101,logout,success,2931,59141,0,1,0
2026-01-27 20:36:26,user1,192.168.1.100,privilege_escalation,success,778,35734,2,3,1
2026-01-22 14:55:26,dbadmin,10.0.0.50,service_start,success,1489,31795,0,1,0
2026-01-22 04:40:26,dbadmin,10.0.0.51,service_start,success,3143,8967,0,1,0
2026-01-21 19:35:26,dbadmin,192.168.1.102,login_success,success,2631,64888,0,1,0
2026-01-21 20:00:26,user1,10.0.0.51,service_start,success,2060,90186,0,1,0
2026-01-21 16:41:26,administrator,148.192.104.10,login_failed,failed,0,0,23,0,1
2026-01-23 06:50:26,user2,192.168.1.101,login_success,success,3204,44516,0,1,0
2026-01-22 15:35:26,webadmin,192.168.1.100,login_success,success,915,60156,0,1,0
2026-01-23 06:15:26,webadmin,192.168.1.102,login_success,success,3022,30943,0,1,0
2026-01-22 05:50:26,webadmin,10.0.0.50,config_read,success,2617,26121,0,1,0
2026-01-22 18:15:26,webadmin,10.0.0.50,file_access,success,418,76250,0,1,0
2026-01-23 03:22:26,unknown,43.145.96.132,login_failed,failed,0,0,8,0,1
2026-01-21 09:50:26,webadmin,10.0.0.50,logout,success,1122,51448,0,1,0
2026-01-22 04:00:26,user1,10.0.0.50,logout,success,370,91373,0,2,0
2026-01-22 04:50:26,webadmin,192.168.1.102,logout,success,1143,93822,0,1,0
2026-01-27 18:31:26,admin,192.168.1.100,data_transfer,success,12745,40535317,0,2,1
2026-01-23 12:50:26,webadmin,10.0.0.51,logout,success,864,92056,0,1,0
2026-01-25 13:28:26,user1,10.0.0.50,data_transfer,success,7870,34467331,0,2,1
2026-01-27 14:28:26,root,249.14.206.13,login_failed,failed,0,0,11,0,1
2026-01-23 05:05:26,user1,10.0.0.50,login_success,success,2028,88728,0,1,0
2026-01-21 15:00:26,admin,192.168.1.101,login_success,success,1760,98432,0,1,0
2026-01-21 16:10:26,user2,10.0.0.51,login_success,success,1810,55756,0,1,0
2026-01-22 08:25:26,user2,192.168.1.102,config_read,success,757,10596,0,1,0
2026-01-22 02:05:26,webadmin,10.0.0.50,login_success,success,3157,38384,0,1,0
2026-01-21 15:45:26,user1,10.0.0.51,login_success,success,2820,36111,0,1,0
2026-01-23 01:30:26,webadmin,10.0.0.50,config_read,success,3222,67641,0,1,0
2026-01-21 04:55:26,user1,10.0.0.51,file_access,success,813,28350,0,1,0
2026-01-21 00:50:26,admin,10.0.0.50,login_success,success,1913,47576,0,1,0
2026-01-22 19:00:26,user1,10.0.0.50,file_access,success,3548,80063,0,1,0
2026-01-23 08:20:26,admin,192.168.1.100,file_access,success,2523,73617,0,1,0
2026-01-22 20:50:26,user1,192.168.1.101,logout,success,1158,8016,0,1,0
2026-01-22 12:29:26,administrator,31.3.246.136,login_failed,failed,0,0,28,0,1
2026-01-23 00:05:26,admin,192.168.1.101,file_access,success,2122,85703,0,1,0
2026-01-21 12:10:26,user1,192.168.1.102,file_access,success,2862,76683,0,1,0
2026-01-26 19:00:26,user1,192.168.1.100,data_transfer,success,27641,60433542,0,2,1
2026-01-22 15:40:26,admin,10.0.0.51,file_access,success,1577,82554,0,1,0
2026-01-27 01:53:26,administrator,81.240.78.173,login_failed,failed,0,0,10,0,1
2026-01-21 03:50:26,user2,192.168.1.100,file_access,success,1141,26945,0,1,0
2026-01-21 10:10:26,dbadmin,192.168.1.101,logout,success,3574,76703,0,1,0
2026-01-25 01:15:26,user2,192.168.1.100,data_transfer,success,19617,78015259,0,2,1
2026-01-26 11:29:26,unknown,217.162.26.47,login_failed,failed,0,0,9,0,1
2026-01-23 05:00:26,user1,10.0.0.51,service_start,success,1401,63120,0,1,0
2026-01-22 02:00:26,admin,10.0.0.50,config_read,success,1445,77666,0,1,0
2026-01-23 05:45:26,user2,192.168.1.102,config_read,success,2998,2813,0,1,0
2026-01-21 19:10:26,user1,10.0.0.50,logout,success,648,93124,0,1,0
2026-01-22 06:12:26,admin,192.168.1.101,data_transfer,success,21227,45569506,0,2,1
2026-01-23 09:25:26,user2,192.168.1.101,login_success,success,488,5994,0,1,0
2026-01-21 23:50:26,dbadmin,192.168.1.101,service_start,success,2800,36057,0,2,0
2026-01-23 11:35:26,webadmin,10.0.0.51,login_success,success,2910,77234,0,1,0
2026-01-22 19:18:26,user1,192.168.1.100,privilege_escalation,success,544,39924,1,3,1
2026-01-21 02:30:26,admin,10.0.0.50,login_success,success,512,94179,0,1,0
2026-01-26 00:25:26,webadmin,192.168.1.101,user_create,success,5403,3434317,0,3,1
2026-01-20 22:35:26,user2,10.0.0.51,logout,success,2451,63955,0,2,0
2026-01-22 19:45:26,user2,192.168.1.100,service_start,success,84,10764,0,1,0
2026-01-22 03:35:26,dbadmin,192.168.1.102,config_read,success,2063,63711,0,1,0
2026-01-23 20:57:26,dbadmin,192.168.1.102,data_transfer,success,22783,60394662,0,2,1
2026-01-22 19:05:26,user2,192.168.1.102,login_success,success,2606,37593,0,1,0
2026-01-22 03:05:26,dbadmin,10.0.0.51,service_start,success,219,15484,0,1,0
2026-01-24 04:57:26,user2,192.168.1.102,privilege_escalation,success,490,12533,2,3,1
2026-01-22 14:30:26,user2,10.0.0.50,login_success,success,3120,68580,0,1,0
2026-01-22 22:20:26,user2,10.0.0.51,login_success,success,2156,5213,0,1,0
2026-01-21 01:10:26,dbadmin,192.168.1.102,file_access,success,460,26342,0,1,0
2026-01-21 01:00:26,admin,192.168.1.102,login_success,success,61,1854,0,1,0
2026-01-21 17:40:26,user2,10.0.0.51,logout,success,3284,25262,0,2,0
2026-01-24 16:53:26,user2,10.0.0.51,privilege_escalation,success,1751,14943,1,3,1
2026-01-21 14:25:26,admin,10.0.0.51,service_start,success,805,16358,0,1,0
2026-01-22 02:10:26,user1,192.168.1.100,config_read,success,2789,72831,0,1,0
2026-01-20 22:40:26,user1,10.0.0.50,config_read,success,1244,54707,0,1,0
2026-01-21 15:25:26,user1,10.0.0.51,config_read,success,1379,90599,0,2,0
2026-01-22 17:15:26,user2,192.168.1.102,file_access,success,185,48498,0,1,0
2026-01-23 17:00:26,admin,10.0.0.50,logout,success,3007,21389,0,1,0
2026-01-21 23:55:26,user2,192.168.1.101,login_success,success,3437,62212,0,1,0
2026-01-21 07:30:26,user2,10.0.0.51,logout,success,2990,50407,0,1,0
2026-01-22 10:15:26,admin,10.0.0.51,service_start,success,749,31682,0,1,0
2026-01-21 04:50:26,user1,192.168.1.102,service_start,success,344,87027,0,1,0
2026-01-21 05:25:26,admin,192.168.1.102,login_success,success,1881,15397,0,1,0
2026-01-21 22:15:26,webadmin,10.0.0.51,login_success,success,962,31027,0,1,0
2026-01-21 05:15:26,webadmin,192.168.1.100,file_access,success,1182,86999,0,1,0
2026-01-21 02:56:26,user1,192.168.1.102,privilege_escalation,success,1392,35966,1,3,1
2026-01-23 16:10:26,user2,10.0.0.50,login_success,success,2214,53265,0,1,0
2026-01-27 03:25:26,user1,10.0.0.51,admin_access,success,6403,778104,0,3,1
2026-01-22 07:35:26,dbadmin,192.168.1.102,file_access,success,1428,44541,0,1,0
2026-01-22 01:20:26,user2,192.168.1.101,service_start,success,950,59348,0,1,0
2026-01-22 17:40:26,webadmin,192.168.1.101,config_read,success,2229,85092,0,1,0
2026-01-22 03:58:26,dbadmin,10.0.0.51,data_transfer,success,24764,72648941,0,2,1
2026-01-22 00:04:26,admin,10.0.0.50,data_transfer,success,12293,56016582,0,2,1
2026-01-20 22:50:26,dbadmin,10.0.0.50,file_access,success,1959,57886,0,2,0
2026-01-23 11:20:26,webadmin,10.0.0.51,logout,success,3389,82159,0,1,0
2026-01-22 13:10:26,dbadmin,192.168.1.100,service_start,success,183,56296,0,1,0
2026-01-21 06:30:26,user2,10.0.0.51,config_read,success,813,10435,0,1,0
2026-01-21 20:35:26,admin,192.168.1.100,config_read,success,3440,9711,0,1,0
2026-01-22 04:10:26,admin,192.168.1.101,logout,success,1512,35594,0,1,0
2026-01-27 00:25:26,user2,10.0.0.50,user_create,success,5206,2572723,0,3,1
2026-01-23 16:55:26,user2,10.0.0.50,login_success,success,2021,13497,0,2,0
2026-01-22 06:05:26,admin,192.168.1.100,login_success,success,3261,50723,0,1,0
2026-01-23 03:00:26,user2,10.0.0.50,config_read,success,369,3708,0,1,0
2026-01-22 06:10:26,admin,192.168.1.101,logout,success,2339,91900,0,1,0
2026-01-22 15:15:26,webadmin,192.168.1.100,file_access,success,1507,74869,0,1,0
2026-01-21 08:15:26,admin,192.168.1.100,logout,success,3479,8239,0,1,0
2026-01-23 18:30:26,user2,192.168.1.102,data_transfer,success,10428,84954636,0,2,1
2026-01-21 19:15:26,user1,10.0.0.51,file_access,success,1196,35832,0,1,0
2026-01-22 18:00:26,webadmin,192.168.1.100,login_success,success,1992,77449,0,1,0
2026-01-20 23:10:26,webadmin,192.168.1.102,login_success,success,2015,68121,0,1,0
2026-01-21 14:45:26,user1,10.0.0.51,login_success,success,3490,24752,0,1,0
2026-01-23 00:40:26,webadmin,192.168.1.102,config_read,success,3485,35064,0,2,0
2026-01-21 05:10:26,dbadmin,192.168.1.100,config_read,success,3128,93920,0,1,0
2026-01-23 15:40:26,user1,192.168.1.100,config_read,success,2715,50649,0,1,0
2026-01-22 23:20:26,admin,10.0.0.51,logout,success,1309,32131,0,1,0
2026-01-23 16:50:26,user2,192.168.1.101,service_start,success,1438,56021,0,1,0
2026-01-21 18:20:26,user2,10.0.0.50,config_read,success,1278,89801,0,1,0
2026-01-21 22:35:26,dbadmin,192.168.1.101,logout,success,3039,46350,0,1,0
2026-01-21 16:00:26,user1,10.0.0.50,file_access,success,1696,70626,0,2,0
2026-01-23 10:10:26,user1,10.0.0.50,login_success,success,3486,64972,0,1,0
2026-01-22 04:20:26,user1,192.168.1.102,logout,success,3038,73909,0,2,0
2026-01-22 11:50:26,user1,192.168.1.101,service_start,success,527,86445,0,1,0
2026-01-21 17:20:26,dbadmin,10.0.0.51,login_success,success,2110,34933,0,1,0
2026-01-24 17:17:26,user1,192.168.1.100,privilege_escalation,success,633,22400,1,3,1
2026-01-26 15:25:26,user2,10.0.0.50,data_transfer,success,22654,57484197,0,2,1
2026-01-23 16:45:26,dbadmin,192.168.1.101,login_success,success,3236,39134,0,1,0
2026-01-22 16:10:26,user2,10.0.0.50,service_start,success,1196,17715,0,1,0
2026-01-22 13:05:26,user2,192.168.1.100,service_start,success,3000,88969,0,1,0
2026-01-22 04:35:26,admin,10.0.0.51,config_read,success,2589,18347,0,1,0
2026-01-22 13:25:26,dbadmin,192.168.1.100,login_success,success,1847,30516,0,1,0
2026-01-27 20:39:26,webadmin,192.168.1.100,data_transfer,success,5325,43467508,0,2,1
2026-01-22 10:05:26,user1,192.168.1.101,login_success,success,264,50733,0,1,0
2026-01-20 23:00:26,user1,10.0.0.50,login_success,success,2423,74969,0,1,0
2026-01-21 11:20:26,user2,10.0.0.51,config_read,success,2112,20282,0,1,0
2026-01-22 19:30:26,user1,10.0.0.51,file_access,success,3013,23313,0,1,0
2026-01-22 11:05:26,user1,192.168.1.101,logout,success,3275,97111,0,1,0
2026-01-22 14:35:26,admin,10.0.0.50,file_access,success,1036,87497,0,1,0
2026-01-22 09:35:26,user2,192.168.1.101,file_access,success,640,63812,0,1,0
2026-01-23 15:15:26,dbadmin,10.0.0.51,config_read,success,2746,3985,0,1,0
2026-01-27 19:31:26,webadmin,192.168.1.102,data_transfer,success,20540,58815958,0,2,1
2026-01-22 02:15:26,user1,192.168.1.102,config_read,success,1663,56826,0,1,0
2026-01-22 22:25:26,webadmin,10.0.0.50,config_read,success,617,29172,0,1,0
2026-01-26 08:22:26,user2,192.168.1.100,data_transfer,success,21253,65436107,0,2,1
2026-01-22 21:40:26,webadmin,10.0.0.50,file_access,success,1806,64115,0,2,0
2026-01-22 23:55:26,dbadmin,192.168.1.100,login_success,success,745,37081,0,1,0
2026-01-22 18:35:26,dbadmin,10.0.0.51,login_success,success,2720,93021,0,1,0
2026-01-22 22:50:26,dbadmin,192.168.1.101,service_start,success,1765,72354,0,1,0
2026-01-23 09:20:26,dbadmin,192.168.1.102,login_success,success,1282,1717,0,1,0
2026-01-22 11:45:26,dbadmin,10.0.0.51,config_read,success,3203,7710,0,1,0
2026-01-22 12:10:26,user2,192.168.1.100,service_start,success,1990,81685,0,1,0
2026-01-21 17:25:26,user1,10.0.0.50,logout,success,2041,41600,0,1,0
2026-01-22 03:45:26,admin,10.0.0.51,service_start,success,1583,20169,0,1,0
2026-01-23 11:05:26,dbadmin,192.168.1.101,config_read,success,2447,1203,0,1,0
2026-01-21 16:05:26,admin,192.168.1.101,login_success,success,1580,58134,0,1,0
2026-01-21 05:00:26,webadmin,192.168.1.101,logout,success,1685,77797,0,1,0
2026-01-21 10:45:26,admin,192.168.1.101,config_read,success,1977,21618,0,2,0
2026-01-21 23:35:26,dbadmin,192.168.1.102,config_read,success,1999,21337,0,2,0
