file_name,file_size,num_sections,num_imports,num_exports,entropy,has_debug,has_signature,num_suspicious_imports,code_section_entropy,data_section_entropy,resource_section_size,import_address_table_size,virtual_size,raw_size,num_dll_imports,has_tls,num_api_calls,suspicious_section_names,packer_detected,label
malware_42.exe,2618103,6,285,2,7.030281676331805,0,1,6,6.366529733196982,6.645969705052562,1171157,4312,521240,3909744,31,0,169,3,1,1
benign_19.exe,7844064,3,22,44,5.638319883753398,0,1,4,4.584186379272724,3.053621804200241,750453,784,597710,6603216,29,0,189,0,1,0
malware_15.exe,2977109,8,173,8,7.834300585833535,0,0,7,7.470497375574069,5.673296388814095,151564,1480,6361663,3901424,12,0,380,2,1,1
malware_40.exe,4032588,9,256,7,7.17833217926743,0,0,28,7.080774092087197,5.643385133775856,1204682,2146,3066422,3758654,27,0,326,3,0,1
benign_46.exe,6629845,3,84,11,6.09769724989765,1,1,4,5.397387245245062,3.7126323926229823,885112,490,3237099,4928426,7,0,123,0,0,0
malware_9.exe,863168,7,179,5,6.546271026060768,0,0,6,6.796401874975705,6.5299012785181105,691669,4010,2306903,5673930,26,1,379,1,1,1
benign_22.exe,8018348,7,108,8,6.610858594210112,1,1,2,5.04591874971263,4.430030484991105,809034,1120,2910241,1242953,13,0,74,0,0,0
malware_11.exe,3495376,14,266,1,7.794571065589988,0,0,20,7.225833300301824,6.776961866678763,1529163,2549,786976,5658751,21,0,259,3,0,1
malware_47.exe,4923594,9,138,9,7.049423150391689,0,0,18,7.34950116793826,6.935433551618226,999024,2690,5745280,4933680,11,0,203,4,1,1
benign_35.exe,1968670,5,146,40,5.295199065781095,1,1,3,4.994206468020293,3.478634040339565,870580,1466,2192825,3932978,27,0,222,0,0,0
malware_28.exe,567313,10,78,4,6.826519301394339,0,1,26,7.219199350886254,7.678671727982875,702440,1824,6220579,2665075,15,1,374,1,1,1
benign_43.exe,6781935,4,143,7,6.7458416829930865,0,1,4,6.426693665640798,3.7659195741852955,53320,510,9085366,8221757,22,0,75,0,0,0
malware_5.exe,1046107,7,82,6,6.935375250401927,0,0,12,6.412082689485096,6.790859879449712,501234,3190,4478368,4458324,35,0,497,3,0,1
benign_16.exe,3913270,4,105,6,5.061102761454438,1,1,1,5.343525319461025,5.386025513877293,827494,1189,1038003,3533382,7,0,152,0,0,0
benign_15.exe,3397291,5,27,30,6.4518100661506095,1,1,0,6.30672762527205,4.93999475735149,262594,688,11594924,8469689,19,0,65,0,0,0
malware_35.exe,893523,6,162,7,7.365379536641054,0,0,6,6.714316045183521,7.4121544271437525,697409,4863,4934357,5104699,14,0,350,1,1,1
malware_16.exe,3130761,8,153,7,6.792486204661504,0,0,14,7.316059607891933,7.2037678208346705,1033904,4841,598863,417654,38,0,125,3,0,1
malware_49.exe,3227993,10,172,9,6.9789144482022705,0,0,8,6.685500328922517,6.889103105766779,1449758,3728,3527975,176108,13,1,229,3,1,1
malware_34.exe,50404,12,55,0,7.248084785041248,0,1,27,7.153481122770765,7.672961178729585,173273,4678,5487408,3702692,23,0,100,3,0,1
malware_7.exe,3107213,14,294,5,7.139148398676075,0,0,15,6.486517531507911,5.780802295811549,1473768,3802,2584413,2957360,10,0,220,4,1,1
benign_45.exe,2925896,3,32,8,5.162867051516692,0,0,1,5.308280643302066,3.9810994846897163,489965,218,2632593,4131464,27,0,124,0,0,0
malware_27.exe,1251193,12,191,9,7.118142701922728,0,0,22,7.452977915961203,7.08246902340259,223945,3039,7119408,2584629,16,0,267,2,1,1
malware_19.exe,3104390,13,101,1,7.222820487621673,0,0,23,6.658457131058454,5.6804496770872115,1935860,616,3513821,233062,18,0,228,2,1,1
benign_31.exe,5250635,7,43,2,5.3338259744179775,1,0,0,5.714612896525343,3.7426198668101254,275856,1901,3074299,7439838,26,0,166,0,0,0
malware_25.exe,4020001,6,280,7,7.713963250093611,0,0,27,7.126306601687246,7.235448610394769,424568,4452,5881565,2057635,34,0,286,3,1,1
benign_12.exe,9638555,5,70,35,6.387774665963861,0,1,2,5.211345432929898,5.157137715552737,16046,943,578165,9197270,19,1,199,0,0,0
malware_13.exe,1410828,14,277,0,6.525305509061729,0,0,28,6.974449348570822,7.453213844136609,1669280,3604,6648143,4351754,31,0,337,2,1,1
malware_24.exe,3403597,7,164,8,7.194452436010769,0,0,15,7.3162080202905795,7.190663400748937,1119268,3308,4811075,2690328,33,1,276,3,1,1
malware_3.exe,321836,7,267,1,7.05321033040254,1,0,19,6.132738753077879,5.950760583564034,1321736,837,2804238,2680708,33,0,351,4,1,1
malware_17.exe,847079,12,106,3,7.617613250553486,0,0,20,6.076152796559096,7.539219442586518,1182622,3274,749150,3425957,34,0,289,1,1,1
malware_38.exe,716997,13,181,7,7.475102052717911,0,1,22,6.902903093311441,6.014852851584537,67108,4400,2482357,3537124,15,0,332,4,0,1
malware_8.exe,452690,12,247,7,7.247725187125619,0,0,14,6.506422757105442,7.668692318998794,1938565,4243,5307647,1546176,21,0,485,3,1,1
benign_28.exe,5036710,7,52,5,5.669300352629704,1,1,1,4.8178765665535135,4.4056182503057535,914827,1322,9512652,8006166,15,0,179,0,0,0
malware_6.exe,172409,8,112,6,7.165518312454957,0,0,9,6.373938343723313,6.443880722981948,783290,1559,6316204,3520495,16,0,185,4,1,1
benign_14.exe,3975754,4,44,38,5.136680138665319,0,0,2,5.044290274459925,4.770692000607261,580762,1836,7666027,5087696,21,1,104,0,0,0
malware_36.exe,2686694,10,134,1,7.627062534527107,1,0,6,6.525881338209896,6.8568106797656565,672301,1858,5075026,2623619,47,0,434,4,0,1
benign_39.exe,4984797,6,144,46,6.067253119697208,1,1,0,5.282163073303521,5.9082369670058625,334793,1386,2290212,5330852,5,0,233,0,0,0
benign_6.exe,9723424,7,74,38,6.355843197345411,0,1,1,5.317468342196193,3.0761590669810346,635235,1401,11684508,7549607,5,0,116,0,0,0
benign_49.exe,9236621,5,54,7,5.5603538584808065,1,1,0,6.453450477325157,5.469522046786981,91365,1682,9343558,6243326,16,0,190,0,0,0
benign_4.exe,3464695,3,48,42,6.138075718255155,0,1,0,6.42214063493891,3.445988183259339,319997,541,3552252,3832839,21,0,190,0,0,0
malware_43.exe,4431514,13,104,8,6.612327243926299,0,0,8,7.495883302152592,7.5622036048402475,1362147,4670,1271459,2909653,39,0,161,1,1,1
benign_0.exe,5835193,5,46,4,6.488237890056341,1,1,1,6.39456667922363,3.4600542093482405,211988,1839,8714493,9030264,5,0,109,0,0,0
benign_17.exe,6181687,5,127,44,5.138515762932577,1,1,3,5.644855518866931,5.411930938202692,311691,1572,6637845,3928433,5,0,219,0,0,0
malware_46.exe,2374797,7,127,4,7.523214465285102,1,0,7,7.389674135384567,7.159672066727937,1054027,4350,1583624,2205748,23,1,390,1,0,1
benign_18.exe,4237270,5,53,29,5.000427542436592,0,1,2,4.640059411494942,3.028456300885494,836516,1157,11392304,9358731,19,0,207,0,0,0
benign_11.exe,5988997,4,95,22,5.191841714231614,0,1,2,5.694826204340616,4.80155058130096,577212,654,1700844,9417776,25,0,171,0,0,0
benign_47.exe,2012584,5,104,25,6.712661407398784,1,1,4,5.182495655252312,4.140586856357571,611177,503,8993380,671107,19,0,136,0,0,0
benign_29.exe,9409205,5,46,2,6.711554412050738,0,1,4,6.319049021895637,5.572080276277496,713691,1997,9999314,3440216,9,1,50,0,0,0
malware_41.exe,4676038,10,77,9,7.289551128826371,0,0,16,6.3498246173247015,6.288731787839999,1457960,2103,6923305,517010,27,0,210,2,1,1
benign_8.exe,711213,4,26,9,5.153915355538042,0,0,4,6.252888151750588,4.92877669084276,386009,713,2208960,4555214,9,0,179,0,0,0
malware_48.exe,1677781,8,184,2,6.968867860519921,0,0,5,6.800191637964482,7.555952941017202,108723,2704,5615813,1982728,42,1,388,2,0,1
benign_48.exe,2879499,5,40,22,5.77555176476846,1,0,0,5.809386162862697,4.140223526811615,574667,988,11455948,358517,23,0,174,0,0,0
benign_7.exe,176218,7,91,46,6.024998331974301,1,1,1,6.11062993471581,5.966186345866328,735399,1343,9488493,9097354,20,0,214,0,0,0
benign_25.exe,8537482,7,77,30,6.486470151016572,0,1,1,6.135934048238124,5.496402533873226,621412,1747,10849894,7515745,17,0,162,0,0,0
malware_32.exe,4216500,14,277,5,6.545242331553511,0,0,17,7.027096758830819,5.87401896049325,1223997,3824,4732965,2546081,14,0,109,4,1,1
benign_44.exe,1376647,3,95,26,6.6757076519125595,1,1,2,6.38175071267613,5.480516651135632,964791,1292,5028761,4040285,6,1,247,0,0,0
benign_9.exe,6293956,3,72,43,5.395118945145725,1,1,0,6.236935951795825,4.462293594748541,95093,1950,10592287,1832465,23,0,58,0,0,0
benign_13.exe,515008,4,55,46,5.472075279739685,1,0,2,5.693685697833779,4.002731672450882,693281,1673,5051188,2821864,13,0,178,0,0,0
benign_34.exe,7358746,3,25,8,5.0935483105726505,1,1,1,5.750609320427896,5.350268177824844,852982,450,300734,8646310,15,0,181,0,0,0
malware_37.exe,757689,8,130,4,7.615060485943428,0,1,21,6.387366582448437,6.556012239348001,233777,4800,728861,2576954,20,0,348,3,0,1
malware_29.exe,76790,8,88,2,6.8551550434223945,0,0,24,6.178226874402108,5.770310367587341,1231992,2458,5906466,5794588,37,1,290,4,0,1
malware_1.exe,1446025,11,285,8,6.907720796277259,0,0,20,6.349157010645456,5.708394799425488,963277,2399,2516182,3524675,12,1,234,1,1,1
benign_2.exe,6675716,7,109,45,5.335377583089417,1,1,2,5.682550871489859,4.197008111610391,323408,1532,10743305,9000019,29,0,218,0,0,0
malware_21.exe,1798014,6,143,3,6.745462377845074,0,0,25,6.710207656170849,5.898364300793035,1117677,4952,388790,5134921,19,1,199,2,0,1
malware_2.exe,3466664,7,299,8,6.5223527531083,0,0,11,6.914994986673931,7.416348296993178,116530,3652,4255299,2607489,49,1,489,2,1,1
malware_23.exe,3034626,10,61,2,7.648597581279775,0,0,17,6.3218836795625615,6.3676958914243444,1680396,3046,4680081,5917554,32,0,363,1,1,1
benign_37.exe,4760061,7,43,19,6.131776672770701,1,1,3,4.580218382824965,5.6010944883673455,271847,1840,4990691,8907673,25,0,115,0,0,0
benign_41.exe,8580932,3,139,43,5.803463563722654,1,1,2,4.723839238795456,3.809248834550969,872969,1168,3043940,4032441,5,0,247,0,0,0
benign_24.exe,3579591,5,52,5,5.938268561924747,1,1,2,6.234588401919605,5.125088930145104,431346,756,9472664,1830228,14,0,204,0,0,0
benign_36.exe,2831638,7,51,43,5.999654391687736,1,1,0,5.486553693567599,3.24457946865728,800378,234,7978748,8199932,26,0,146,0,0,0
benign_32.exe,7694378,7,91,20,5.130404398030206,1,1,2,5.889963772253085,5.580367191567614,287725,1648,2589383,7096746,26,0,90,0,0,0
malware_20.exe,4112958,7,145,5,7.5004342917800875,0,0,20,6.77504438613985,7.011356055550383,551252,2794,3712610,2214367,46,0,384,2,0,1
benign_10.exe,2959244,3,122,8,5.250840933331084,1,1,1,6.301144602472771,5.073665572828963,341676,274,9955461,1114929,25,0,90,0,0,0
benign_21.exe,3307393,3,22,5,6.441385436833775,1,1,0,6.355504566390426,5.984723467939306,293316,1713,2029553,3141341,21,0,209,0,0,0
malware_14.exe,2281660,8,231,7,7.383594076396168,0,0,19,6.738776540728296,5.949058871935502,1230412,1315,6437170,3822962,26,1,257,1,0,1
benign_42.exe,7600960,3,31,41,5.715282179235921,1,1,1,5.146261314140557,5.9192932442110395,151470,1446,1567223,9543754,22,0,87,0,0,0
benign_1.exe,2892427,6,87,4,6.660498886119132,1,0,3,5.248870739440844,3.2067646181016563,746426,1252,11729677,3421127,13,1,200,0,0,0
