timestamp,source_ip,username,status,label
2026-01-01 00:49:01.000,192.168.1.46,support,success,0
2026-01-01 00:49:50.000,192.168.1.22,guest,success,0
2026-01-01 00:50:00.000,192.168.1.30,support,success,0
2026-01-01 00:50:01.000,192.168.1.35,user2,success,0
2026-01-01 00:50:36.000,192.168.1.47,admin,success,0
2026-01-01 00:51:23.000,192.168.1.38,admin,success,0
2026-01-01 00:51:34.000,192.168.1.26,user1,success,0
2026-01-01 00:52:57.000,192.168.1.17,webmaster,success,0
2026-01-01 00:53:26.000,192.168.1.15,user1,success,0
2026-01-01 00:53:27.000,192.168.1.18,user1,success,0
2026-01-01 00:54:02.000,192.168.1.37,webmaster,failed,0
2026-01-01 00:54:33.000,192.168.1.36,webmaster,failed,0
2026-01-01 00:55:12.000,192.168.1.46,admin,success,0
2026-01-01 00:55:48.000,192.168.1.29,support,success,0
2026-01-01 00:56:08.000,192.168.1.27,guest,failed,0
2026-01-01 00:56:31.000,192.168.1.31,admin,success,0
2026-01-01 00:56:33.000,192.168.1.16,webmaster,success,0
2026-01-01 00:57:30.000,192.168.1.48,db_admin,success,0
2026-01-01 00:58:16.000,192.168.1.45,db_admin,success,0
2026-01-01 00:58:17.000,192.168.1.28,user1,failed,0
2026-01-01 00:58:51.000,192.168.1.43,support,success,0
2026-01-01 00:59:32.000,192.168.1.33,db_admin,success,0
2026-01-01 00:59:56.000,192.168.1.33,user1,success,0
2026-01-01 01:00:36.000,192.168.1.44,user2,success,0
2026-01-01 01:01:14.000,192.168.1.33,db_admin,success,0
2026-01-01 01:01:43.000,192.168.1.15,guest,success,0
2026-01-01 01:02:03.000,192.168.1.30,guest,success,0
2026-01-01 01:02:50.000,192.168.1.30,user1,success,0
2026-01-01 01:03:06.000,192.168.1.31,webmaster,success,0
2026-01-01 01:03:09.000,192.168.1.11,support,success,0
2026-01-01 01:03:51.000,192.168.1.13,guest,success,0
2026-01-01 01:04:25.000,192.168.1.43,admin,success,0
2026-01-01 01:04:40.000,192.168.1.37,webmaster,failed,0
2026-01-01 01:05:01.000,192.168.1.14,user2,success,0
2026-01-01 01:06:07.000,192.168.1.23,db_admin,success,0
2026-01-01 01:06:38.000,192.168.1.41,support,success,0
2026-01-01 01:06:44.000,192.168.1.14,admin,success,0
2026-01-01 01:07:05.000,192.168.1.36,user2,success,0
2026-01-01 01:08:18.000,192.168.1.15,db_admin,success,0
2026-01-01 01:08:57.000,192.168.1.34,guest,success,0
2026-01-01 01:09:00.000,192.168.1.24,db_admin,success,0
2026-01-01 01:09:02.000,192.168.1.31,user2,success,0
2026-01-01 01:10:04.000,192.168.1.24,user1,success,0
2026-01-01 01:10:45.000,192.168.1.27,guest,success,0
2026-01-01 01:10:47.000,192.168.1.38,webmaster,success,0
2026-01-01 01:11:40.000,192.168.1.40,db_admin,success,0
2026-01-01 01:12:27.000,192.168.1.29,admin,success,0
2026-01-01 01:12:43.000,192.168.1.11,user1,success,0
2026-01-01 01:12:56.000,192.168.1.17,guest,success,0
2026-01-01 01:13:40.000,192.168.1.41,guest,success,0
2026-01-01 01:13:51.000,192.168.1.33,db_admin,success,0
2026-01-01 01:14:32.000,192.168.1.37,user1,success,0
2026-01-01 01:14:37.000,192.168.1.33,user1,success,0
2026-01-01 01:15:19.000,192.168.1.28,admin,success,0
2026-01-01 01:15:55.000,192.168.1.19,guest,success,0
2026-01-01 01:16:00.000,192.168.1.20,db_admin,success,0
2026-01-01 01:17:03.000,192.168.1.24,db_admin,success,0
2026-01-01 01:17:13.000,192.168.1.36,admin,success,0
2026-01-01 01:17:48.000,192.168.1.20,guest,success,0
2026-01-01 01:18:09.000,192.168.1.42,support,success,0
2026-01-01 01:19:29.000,192.168.1.20,guest,success,0
2026-01-01 01:19:36.000,192.168.1.15,user2,success,0
2026-01-01 01:20:23.000,192.168.1.19,user2,success,0
2026-01-01 01:20:25.000,192.168.1.27,support,success,0
2026-01-01 01:21:08.000,192.168.1.44,webmaster,success,0
2026-01-01 01:21:18.000,192.168.1.20,db_admin,success,0
2026-01-01 01:21:41.000,192.168.1.21,support,success,0
2026-01-01 01:22:13.000,192.168.1.37,user2,success,0
2026-01-01 01:22:59.000,192.168.1.17,user1,success,0
2026-01-01 01:23:29.000,192.168.1.43,user2,failed,0
2026-01-01 01:23:51.000,192.168.1.17,guest,success,0
2026-01-01 01:24:29.000,192.168.1.47,user2,success,0
2026-01-01 01:25:23.000,192.168.1.24,support,success,0
2026-01-01 01:25:30.000,192.168.1.10,user2,success,0
2026-01-01 01:25:43.000,192.168.1.27,db_admin,success,0
2026-01-01 01:26:30.000,192.168.1.13,user2,success,0
2026-01-01 01:26:37.000,192.168.1.28,user1,success,0
2026-01-01 01:27:47.000,192.168.1.25,webmaster,success,0
2026-01-01 01:28:22.000,192.168.1.19,db_admin,success,0
2026-01-01 01:28:33.000,192.168.1.30,user2,success,0
2026-01-01 01:28:59.000,192.168.1.36,support,success,0
2026-01-01 01:29:33.000,192.168.1.48,db_admin,success,0
2026-01-01 01:29:56.000,192.168.1.22,user1,success,0
2026-01-01 01:30:25.000,192.168.1.40,db_admin,success,0
2026-01-01 01:30:42.000,192.168.1.31,webmaster,success,0
2026-01-01 01:31:33.000,192.168.1.11,db_admin,failed,0
2026-01-01 01:32:14.000,192.168.1.20,user1,success,0
2026-01-01 01:32:44.000,192.168.1.43,user2,success,0
2026-01-01 01:32:55.000,192.168.1.37,db_admin,success,0
2026-01-01 01:33:13.000,192.168.1.35,db_admin,success,0
2026-01-01 01:34:00.000,192.168.1.30,user1,success,0
2026-01-01 01:34:52.000,192.168.1.48,admin,success,0
2026-01-01 01:34:53.000,192.168.1.24,admin,success,0
2026-01-01 01:35:48.000,192.168.1.22,db_admin,success,0
2026-01-01 01:36:10.000,192.168.1.30,db_admin,success,0
2026-01-01 01:36:18.000,192.168.1.49,webmaster,success,0
2026-01-01 01:37:07.000,192.168.1.40,user1,success,0
2026-01-01 01:37:23.000,192.168.1.23,user1,success,0
2026-01-01 01:38:10.000,192.168.1.16,user2,success,0
2026-01-01 01:38:16.000,192.168.1.28,user2,failed,0
2026-01-01 01:38:30.000,192.168.1.17,admin,success,0
2026-01-01 01:39:21.000,192.168.1.17,user2,success,0
2026-01-01 01:39:31.000,192.168.1.34,db_admin,success,0
2026-01-01 01:40:13.000,192.168.1.23,support,success,0
2026-01-01 01:40:52.000,192.168.1.36,guest,success,0
2026-01-01 01:41:22.000,192.168.1.11,user1,success,0
2026-01-01 01:41:38.000,192.168.1.45,user2,success,0
2026-01-01 01:42:28.000,192.168.1.21,webmaster,success,0
2026-01-01 01:43:20.000,192.168.1.36,support,success,0
2026-01-01 01:43:32.000,192.168.1.11,db_admin,failed,0
2026-01-01 01:44:05.000,192.168.1.32,user1,success,0
2026-01-01 01:44:56.000,192.168.1.23,user1,failed,0
2026-01-01 01:45:18.000,192.168.1.39,support,success,0
2026-01-01 01:45:24.000,192.168.1.15,user2,success,0
2026-01-01 01:45:38.000,192.168.1.15,user2,failed,0
2026-01-01 01:46:27.000,192.168.1.30,guest,success,0
2026-01-01 01:47:05.000,192.168.1.48,webmaster,success,0
2026-01-01 01:47:15.000,192.168.1.42,user2,failed,0
2026-01-01 01:47:38.000,192.168.1.49,support,success,0
2026-01-01 01:48:14.000,192.168.1.33,admin,success,0
2026-01-01 01:48:51.000,192.168.1.30,user1,success,0
2026-01-01 01:49:26.000,192.168.1.22,user2,success,0
2026-01-01 01:50:20.000,192.168.1.16,db_admin,success,0
2026-01-01 01:50:25.000,192.168.1.42,user2,success,0
2026-01-01 01:50:39.000,192.168.1.21,user2,success,0
2026-01-01 01:51:25.000,192.168.1.28,guest,success,0
2026-01-01 01:51:41.000,192.168.1.15,user1,failed,0
2026-01-01 01:52:17.000,192.168.1.18,user2,success,0
2026-01-01 01:53:06.000,192.168.1.46,guest,success,0
2026-01-01 01:53:23.000,192.168.1.41,user2,success,0
2026-01-01 01:54:09.000,192.168.1.28,webmaster,success,0
2026-01-01 01:54:44.000,192.168.1.14,user1,success,0
2026-01-01 01:55:07.000,192.168.1.39,user1,success,0
2026-01-01 01:55:53.000,192.168.1.38,support,success,0
2026-01-01 01:56:21.000,192.168.1.23,guest,success,0
2026-01-01 01:56:55.000,192.168.1.24,user1,failed,0
2026-01-01 01:57:28.000,192.168.1.28,guest,success,0
2026-01-01 01:57:31.000,192.168.1.25,user1,success,0
2026-01-01 01:58:11.000,192.168.1.44,user1,success,0
2026-01-01 01:58:24.000,192.168.1.37,support,failed,0
2026-01-01 01:59:27.000,192.168.1.45,user2,success,0
2026-01-01 01:59:28.000,192.168.1.45,admin,success,0
2026-01-01 02:00:05.000,192.168.1.30,webmaster,failed,0
2026-01-01 02:00:47.000,192.168.1.23,admin,success,0
2026-01-01 02:01:07.000,192.168.1.38,guest,success,0
2026-01-01 02:01:10.000,192.168.1.17,guest,success,0
2026-01-01 02:01:33.000,192.168.1.30,guest,success,0
2026-01-01 02:02:46.000,192.168.1.21,db_admin,success,0
2026-01-01 02:02:56.000,192.168.1.29,user1,success,0
2026-01-01 02:03:30.000,192.168.1.42,support,success,0
2026-01-01 02:03:36.000,192.168.1.37,support,success,0
2026-01-01 02:04:08.000,192.168.1.20,support,success,0
2026-01-01 02:04:31.000,192.168.1.26,admin,success,0
2026-01-01 02:05:56.000,192.168.1.25,db_admin,success,0
2026-01-01 02:06:21.000,192.168.1.29,db_admin,success,0
2026-01-01 02:06:47.000,192.168.1.21,guest,success,0
2026-01-01 02:06:56.000,192.168.1.13,admin,failed,0
2026-01-01 02:07:14.000,192.168.1.43,webmaster,success,0
2026-01-01 02:07:59.000,192.168.1.45,support,success,0
2026-01-01 02:08:36.000,192.168.1.14,user2,success,0
2026-01-01 02:08:44.000,192.168.1.27,user2,success,0
2026-01-01 02:09:25.000,192.168.1.26,db_admin,success,0
2026-01-01 02:10:02.000,192.168.1.10,db_admin,success,0
2026-01-01 02:10:59.000,192.168.1.36,support,success,0
2026-01-01 02:10:59.000,192.168.1.17,user2,success,0
2026-01-01 02:11:27.000,192.168.1.19,db_admin,success,0
2026-01-01 02:12:28.000,192.168.1.17,support,success,0
2026-01-01 02:12:43.000,192.168.1.22,user2,success,0
2026-01-01 02:13:24.000,192.168.1.20,admin,success,0
2026-01-01 02:13:30.000,192.168.1.36,user2,success,0
2026-01-01 02:14:19.000,192.168.1.35,admin,success,0
2026-01-01 02:14:48.000,192.168.1.28,user1,success,0
2026-01-01 02:15:16.000,192.168.1.12,admin,failed,0
2026-01-01 02:15:26.000,192.168.1.25,admin,success,0
2026-01-01 02:16:02.000,192.168.1.13,webmaster,success,0
2026-01-01 02:16:20.000,192.168.1.24,admin,success,0
2026-01-01 02:17:21.000,192.168.1.32,admin,success,0
2026-01-01 02:17:50.000,192.168.1.12,db_admin,success,0
2026-01-01 02:18:19.000,192.168.1.29,webmaster,success,0
2026-01-01 02:18:36.000,192.168.1.12,guest,success,0
2026-01-01 02:18:42.000,192.168.1.18,user2,failed,0
2026-01-01 02:19:33.000,192.168.1.33,admin,success,0
2026-01-01 02:20:17.000,192.168.1.13,support,success,0
2026-01-01 02:20:32.000,192.168.1.15,user2,success,0
2026-01-01 02:21:02.000,192.168.1.22,user1,success,0
2026-01-01 02:21:57.000,192.168.1.44,support,success,0
2026-01-01 02:22:04.000,192.168.1.25,user1,success,0
2026-01-01 02:22:39.000,192.168.1.34,support,success,0
2026-01-01 02:22:43.000,192.168.1.36,db_admin,success,0
2026-01-01 02:23:19.000,192.168.1.17,guest,success,0
2026-01-01 02:24:01.000,192.168.1.47,db_admin,success,0
2026-01-01 02:24:14.000,192.168.1.44,admin,success,0
2026-01-01 02:25:28.000,192.168.1.24,user1,success,0
2026-01-01 02:25:50.000,192.168.1.21,user1,success,0
2026-01-01 02:26:10.000,192.168.1.33,user1,success,0
2026-01-01 02:26:23.000,192.168.1.10,admin,success,0
2026-01-01 02:27:13.000,192.168.1.38,admin,failed,0
2026-01-01 02:27:19.000,192.168.1.20,user1,success,0
2026-01-01 02:27:55.000,192.168.1.11,user2,success,0
2026-01-01 02:28:34.000,192.168.1.41,user1,success,0
2026-01-01 02:29:11.000,192.168.1.28,guest,success,0
2026-01-01 02:29:15.000,192.168.1.38,db_admin,success,0
2026-01-01 02:29:58.000,192.168.1.32,user2,success,0
2026-01-01 02:30:48.000,192.168.1.36,user1,failed,0
2026-01-01 02:31:21.000,192.168.1.13,user1,failed,0
2026-01-01 02:31:31.000,192.168.1.26,guest,success,0
2026-01-01 02:31:46.000,192.168.1.33,support,failed,0
2026-01-01 02:32:03.000,192.168.1.22,user1,success,0
2026-01-01 02:33:15.000,192.168.1.18,user2,success,0
2026-01-01 02:33:19.000,192.168.1.20,guest,success,0
2026-01-01 02:33:46.000,192.168.1.28,guest,success,0
2026-01-01 02:34:45.000,192.168.1.29,guest,failed,0
2026-01-01 02:34:51.000,192.168.1.49,user2,failed,0
2026-01-01 02:35:40.000,192.168.1.16,db_admin,success,0
2026-01-01 02:35:46.000,192.168.1.46,support,success,0
2026-01-01 02:36:14.000,192.168.1.19,user2,success,0
2026-01-01 02:37:06.000,192.168.1.42,webmaster,failed,0
2026-01-01 02:37:07.000,192.168.1.25,guest,failed,0
2026-01-01 02:37:30.000,192.168.1.28,admin,success,0
2026-01-01 02:38:45.000,192.168.1.31,user1,success,0
2026-01-01 02:38:52.000,192.168.1.48,user1,success,0
2026-01-01 02:39:34.000,192.168.1.18,user2,success,0
2026-01-01 02:39:58.000,192.168.1.19,db_admin,success,0
2026-01-01 02:40:08.000,192.168.1.30,support,success,0
2026-01-01 02:41:25.000,192.168.1.38,support,success,0
2026-01-01 02:41:47.000,192.168.1.21,support,success,0
2026-01-01 02:41:53.000,192.168.1.41,guest,success,0
2026-01-01 02:42:11.000,192.168.1.14,user2,success,0
2026-01-01 02:42:56.000,192.168.1.40,user1,success,0
2026-01-01 02:43:59.000,192.168.1.38,user1,success,0
2026-01-01 02:44:05.000,192.168.1.33,admin,success,0
2026-01-01 02:44:08.000,192.168.1.12,guest,success,0
2026-01-01 02:44:53.000,192.168.1.15,support,success,0
2026-01-01 02:45:41.000,192.168.1.27,admin,success,0
2026-01-01 02:46:24.000,192.168.1.36,db_admin,success,0
2026-01-01 02:46:26.000,192.168.1.41,webmaster,success,0
2026-01-01 02:47:09.000,192.168.1.46,admin,success,0
2026-01-01 02:47:43.000,192.168.1.10,guest,success,0
2026-01-01 02:48:29.000,192.168.1.31,support,failed,0
2026-01-01 02:48:31.000,192.168.1.17,webmaster,success,0
2026-01-01 02:48:51.000,192.168.1.49,db_admin,success,0
2026-01-01 02:49:48.000,192.168.1.21,support,success,0
2026-01-01 02:50:02.000,192.168.1.25,db_admin,success,0
2026-01-01 02:50:29.000,192.168.1.42,user2,success,0
2026-01-01 02:50:54.000,192.168.1.42,admin,success,0
2026-01-01 02:51:41.000,192.168.1.32,user2,success,0
2026-01-01 02:51:49.000,192.168.1.16,db_admin,success,0
2026-01-01 02:52:25.000,192.168.1.23,guest,success,0
2026-01-01 02:53:08.000,192.168.1.37,admin,success,0
2026-01-01 02:53:20.000,192.168.1.35,guest,success,0
2026-01-01 02:53:46.000,192.168.1.45,db_admin,success,0
2026-01-01 02:54:22.000,192.168.1.22,admin,success,0
2026-01-01 02:55:12.000,192.168.1.14,guest,success,0
2026-01-01 02:55:35.000,192.168.1.21,user2,success,0
2026-01-01 02:56:15.000,192.168.1.46,admin,success,0
2026-01-01 02:56:33.000,192.168.1.11,user1,success,0
2026-01-01 02:57:04.000,192.168.1.13,guest,success,0
2026-01-01 02:57:48.000,192.168.1.11,user2,success,0
2026-01-01 02:58:14.000,192.168.1.48,user2,success,0
2026-01-01 02:58:47.000,192.168.1.12,support,success,0
2026-01-01 02:58:55.000,192.168.1.15,user1,success,0
2026-01-01 02:59:29.000,192.168.1.45,user1,success,0
2026-01-01 03:00:00.000,192.168.1.14,admin,success,0
2026-01-01 03:00:10.000,192.168.1.34,webmaster,success,0
2026-01-01 03:00:40.000,192.168.1.37,guest,success,0
2026-01-01 03:01:55.000,192.168.1.29,webmaster,success,0
2026-01-01 03:02:21.000,192.168.1.26,support,success,0
2026-01-01 03:02:51.000,192.168.1.35,webmaster,failed,0
2026-01-01 03:02:59.000,192.168.1.23,user2,failed,0
2026-01-01 03:03:53.000,192.168.1.26,db_admin,success,0
2026-01-01 03:04:01.000,192.168.1.45,user1,success,0
2026-01-01 03:04:28.000,192.168.1.35,user2,success,0
2026-01-01 03:04:37.000,192.168.1.39,db_admin,success,0
2026-01-01 03:05:34.000,192.168.1.12,admin,success,0
2026-01-01 03:06:20.000,192.168.1.36,admin,success,0
2026-01-01 03:06:26.000,192.168.1.38,user2,success,0
2026-01-01 03:07:28.000,192.168.1.32,support,success,0
2026-01-01 03:07:39.000,192.168.1.16,user1,success,0
2026-01-01 03:07:39.000,192.168.1.30,user1,success,0
2026-01-01 03:08:44.000,192.168.1.42,support,success,0
2026-01-01 03:08:50.000,192.168.1.23,db_admin,success,0
2026-01-01 03:09:25.000,192.168.1.26,guest,success,0
2026-01-01 03:10:08.000,192.168.1.35,db_admin,success,0
2026-01-01 03:10:41.000,192.168.1.31,webmaster,success,0
2026-01-01 03:11:00.000,192.168.1.43,user1,success,0
2026-01-01 03:11:47.000,192.168.1.28,user2,success,0
2026-01-01 03:12:07.000,192.168.1.33,db_admin,success,0
2026-01-01 03:12:22.000,192.168.1.18,db_admin,success,0
2026-01-01 03:12:49.000,192.168.1.22,user1,success,0
2026-01-01 03:13:31.000,192.168.1.26,admin,success,0
2026-01-01 03:13:31.000,192.168.1.36,webmaster,success,0
2026-01-01 03:14:06.000,192.168.1.17,admin,failed,0
2026-01-01 03:15:23.000,192.168.1.32,user1,success,0
2026-01-01 03:15:58.000,192.168.1.46,support,success,0
2026-01-01 03:16:25.000,192.168.1.23,webmaster,success,0
2026-01-01 03:16:57.000,192.168.1.45,webmaster,success,0
2026-01-01 03:17:05.000,192.168.1.36,admin,success,0
2026-01-01 03:17:55.000,192.168.1.29,webmaster,success,0
2026-01-01 03:17:57.000,192.168.1.20,admin,failed,0
2026-01-01 03:18:27.000,192.168.1.18,support,failed,0
2026-01-01 03:19:03.000,192.168.1.38,support,success,0
2026-01-01 03:19:46.000,192.168.1.17,guest,success,0
2026-01-01 03:19:51.000,192.168.1.12,db_admin,success,0
2026-01-01 03:20:35.000,192.168.1.10,webmaster,success,0
2026-01-01 03:20:47.000,192.168.1.24,user2,success,0
2026-01-01 03:21:27.000,192.168.1.11,db_admin,success,0
2026-01-01 03:21:59.000,192.168.1.22,user2,failed,0
2026-01-01 03:22:22.000,192.168.1.35,db_admin,success,0
2026-01-01 03:22:56.000,192.168.1.27,user2,success,0
2026-01-01 03:23:42.000,192.168.1.15,user2,success,0
2026-01-01 03:23:59.000,192.168.1.34,support,success,0
2026-01-01 03:24:21.000,192.168.1.45,webmaster,success,0
2026-01-01 03:24:44.000,192.168.1.10,support,success,0
2026-01-01 03:25:54.000,192.168.1.10,support,success,0
2026-01-01 03:25:55.000,192.168.1.47,admin,success,0
2026-01-01 03:26:00.000,192.168.1.41,guest,success,0
2026-01-01 03:26:56.000,192.168.1.12,user2,success,0
2026-01-01 03:27:26.000,192.168.1.47,support,success,0
2026-01-01 03:27:34.000,192.168.1.18,support,failed,0
2026-01-01 03:28:19.000,192.168.1.26,user2,success,0
2026-01-01 03:28:49.000,192.168.1.15,support,success,0
2026-01-01 03:29:14.000,192.168.1.16,user1,success,0
2026-01-01 03:29:53.000,192.168.1.10,guest,success,0
2026-01-01 03:30:38.000,192.168.1.45,guest,success,0
2026-01-01 03:30:53.000,192.168.1.36,db_admin,success,0
2026-01-01 03:31:50.000,192.168.1.30,admin,success,0
2026-01-01 03:32:12.000,192.168.1.42,db_admin,success,0
2026-01-01 03:32:22.000,192.168.1.42,user2,success,0
2026-01-01 03:32:38.000,192.168.1.46,db_admin,success,0
2026-01-01 03:33:36.000,192.168.1.10,guest,success,0
2026-01-01 03:34:17.000,192.168.1.36,user1,success,0
2026-01-01 03:34:32.000,192.168.1.36,admin,success,0
2026-01-01 03:34:56.000,192.168.1.12,admin,success,0
2026-01-01 03:35:39.000,192.168.1.10,admin,failed,0
2026-01-01 03:35:59.000,192.168.1.18,user1,success,0
2026-01-01 03:36:58.000,192.168.1.27,db_admin,success,0
2026-01-01 03:37:08.000,192.168.1.14,admin,success,0
2026-01-01 03:37:53.000,192.168.1.28,webmaster,success,0
2026-01-01 03:37:58.000,192.168.1.41,db_admin,success,0
2026-01-01 03:38:56.000,192.168.1.27,user1,success,0
2026-01-01 03:39:08.000,192.168.1.37,admin,success,0
2026-01-01 03:39:51.000,192.168.1.23,db_admin,success,0
2026-01-01 03:40:05.000,192.168.1.41,user2,success,0
2026-01-01 03:40:32.000,192.168.1.19,user2,success,0
2026-01-01 03:40:49.000,192.168.1.18,webmaster,success,0
2026-01-01 03:41:25.000,192.168.1.19,user2,success,0
2026-01-01 03:41:32.000,192.168.1.18,user2,success,0
2026-01-01 03:42:36.000,192.168.1.39,admin,success,0
2026-01-01 03:43:14.000,192.168.1.23,db_admin,success,0
2026-01-01 03:43:47.000,192.168.1.26,db_admin,success,0
2026-01-01 03:44:08.000,192.168.1.39,support,success,0
2026-01-01 03:44:39.000,192.168.1.33,webmaster,success,0
2026-01-01 03:45:17.000,192.168.1.44,db_admin,success,0
2026-01-01 03:45:18.000,192.168.1.20,user1,success,0
2026-01-01 03:45:55.000,192.168.1.15,admin,success,0
2026-01-01 03:46:36.000,192.168.1.19,webmaster,success,0
2026-01-01 03:46:42.000,192.168.1.23,guest,success,0
2026-01-01 03:47:19.000,192.168.1.46,support,failed,0
2026-01-01 03:48:05.000,192.168.1.16,user1,success,0
2026-01-01 03:48:25.000,192.168.1.38,guest,failed,0
2026-01-01 03:48:41.000,192.168.1.42,guest,success,0
